,ID,Latitude,Longitude,Elevation,State,Name,GSN_Flag,HCN_CRN_Flag,WMO_ID,Koppen
84017,US1TXBEL009,31.1231,-97.5284,230.4,TX,BELTON 5.4 NW,,,,Cfa
84018,US1TXBEL010,30.9294,-97.524,205.1,TX,SALADO 1.5 S,,,,Cfa
84019,US1TXBEL012,31.1965,-97.5007,209.4,TX,TEMPLE 10.6 NW,,,,Cfa
84020,US1TXBEL016,31.0306,-97.3496,173.1,TX,TEMPLE 4.7 S,,,,Cfa
84021,US1TXBEL017,31.1007,-97.4419,176.5,TX,TEMPLE 4.6 W,,,,Cfa
84022,US1TXBEL021,31.0264,-97.2539,159.1,TX,TEMPLE 8.1 SE,,,,Cfa
84023,US1TXBEL022,30.7997,-97.4289,180.4,TX,BARTLETT 0.4 NNE,,,,Cfa
84024,US1TXBEL023,31.067,-97.4564,175.6,TX,BELTON 0.4 E,,,,Cfa
84025,US1TXBEL024,31.0984,-97.4816,203.9,TX,BELTON 2.3 NNW,,,,Cfa
84026,US1TXBEL025,31.0581,-97.7326,279.2,TX,KILLEEN 2.9 SSW,,,,Cfa
84027,US1TXBEL027,31.1636,-97.2694,188.7,TX,TROY 3.1 SE,,,,Cfa
84028,US1TXBEL028,31.1022,-97.4426,176.2,TX,TEMPLE 4.7 W,,,,Cfa
84029,US1TXBEL029,31.0529,-97.3897,180.4,TX,TEMPLE 3.5 SSW,,,,Cfa
84030,US1TXBEL031,31.1507,-97.4657,211.8,TX,MORGAN'S POINT RESORT 0.8 WSW,,,,Cfa
84031,US1TXBEL032,31.1592,-97.4377,202.1,TX,MORGAN'S POINT RESORT 1.0 ENE,,,,Cfa
84032,US1TXBEL033,31.0556,-97.4871,184.7,TX,BELTON 1.6 WSW,,,,Cfa
84033,US1TXBEL034,31.0684,-97.4561,174.3,TX,BELTON 0.4 E,,,,Cfa
84034,US1TXBEL036,31.0908,-97.6768,237.1,TX,KILLEEN 2.4 ESE,,,,Cfa
84035,US1TXBEL037,30.9461,-97.541,186.2,TX,SALADO 1.0 WSW,,,,Cfa
84036,US1TXBEL038,30.9759,-97.4605,171.6,TX,BELTON 6.4 S,,,,Cfa
84037,US1TXBEL039,31.1861,-97.3422,242.0,TX,TEMPLE 6.2 NNE,,,,Cfa
84038,US1TXBEL040,31.0643,-97.4912,202.7,TX,BELTON 1.6 W,,,,Cfa
84039,US1TXBEL041,30.9837,-97.6458,235.9,TX,SALADO 7.5 WNW,,,,Cfa
84040,US1TXBEL042,30.9721,-97.6174,258.8,TX,SALADO 5.7 WNW,,,,Cfa
84041,US1TXBEL043,31.0947,-97.5319,195.1,TX,BELTON 4.4 WNW,,,,Cfa
84042,US1TXBEL044,31.1697,-97.2416,189.0,TX,TROY 4.3 ESE,,,,Cfa
84043,US1TXBEL045,30.8766,-97.5133,235.6,TX,SALADO 5.2 S,,,,Cfa
84044,US1TXBEL047,31.0598,-97.4847,189.6,TX,BELTON 1.4 WSW,,,,Cfa
84045,US1TXBEL048,31.1045,-97.4407,179.2,TX,TEMPLE 4.6 W,,,,Cfa
84046,US1TXBEL050,30.9835,-97.5362,209.1,TX,SALADO 2.4 NNW,,,,Cfa
84047,US1TXBEL052,31.0091,-97.2556,173.4,TX,TEMPLE 8.9 SE,,,,Cfa
84048,US1TXBEL053,31.1123,-97.3799,207.9,TX,TEMPLE 1.4 NW,,,,Cfa
84049,US1TXBEL054,31.1545,-97.4753,216.1,TX,BELTON 6.0 N,,,,Cfa
84050,US1TXBEL055,31.1778,-97.3294,235.0,TX,TEMPLE 5.9 NNE,,,,Cfa
84051,US1TXBEL056,31.0814,-97.397,165.5,TX,TEMPLE 2.3 WSW,,,,Cfa
84052,US1TXBEL057,30.9509,-97.4763,185.0,TX,SALADO 2.9 E,,,,Cfa
84053,US1TXBEL059,31.0273,-97.6508,220.4,TX,HARKER HEIGHTS 2.4 S,,,,Cfa
84054,US1TXBEL060,31.0438,-97.5846,255.1,TX,BELTON 7.4 WSW,,,,Cfa
84055,US1TXBEL061,30.8874,-97.5801,231.6,TX,SALADO 5.5 SW,,,,Cfa
84056,US1TXBEL063,31.1622,-97.4501,204.2,TX,MORGAN'S POINT RESORT 0.5 NNE,,,,Cfa
84057,US1TXBEL065,31.0388,-97.6039,211.5,TX,BELTON 8.5 WSW,,,,Cfa
84058,US1TXBEL068,31.2375,-97.5014,226.2,TX,MOODY 9.7 WSW,,,,Cfa
84059,US1TXBEL069,31.0698,-97.3916,183.5,TX,TEMPLE 2.5 SW,,,,Cfa
84060,US1TXBEL070,31.0895,-97.4885,190.8,TX,BELTON 2.1 NW,,,,Cfa
84061,US1TXBEL071,31.1166,-97.408,178.3,TX,TEMPLE 2.9 WNW,,,,Cfa
84062,US1TXBEL072,31.1079,-97.6413,249.6,TX,KILLEEN 4.5 E,,,,Cfa
84063,US1TXBEL073,31.1006,-97.4433,174.0,TX,TEMPLE 4.7 W,,,,Cfa
84064,US1TXBEL074,31.1169,-97.436,188.1,TX,TEMPLE 4.5 WNW,,,,Cfa
84065,US1TXBEL076,31.0225,-97.6385,209.7,TX,HARKER HEIGHTS 2.8 SSE,,,,Cfa
84066,US1TXBEL078,31.128,-97.7221,264.6,TX,KILLEEN 2.1 N,,,,Cfa
84067,US1TXBLC002,30.2785,-98.4184,378.0,TX,JOHNSON CITY 0.8 WNW,,,,Cfa
84068,US1TXBLC003,30.1388,-98.5298,500.5,TX,BLANCO 7.0 WNW,,,,Cfa
84069,US1TXBLC004,30.2589,-98.5274,410.9,TX,JOHNSON CITY 7.3 W,,,,Cfa
84070,US1TXBLC006,30.0912,-98.3297,366.4,TX,BLANCO 5.5 E,,,,Cfa
84071,US1TXBLC007,30.0109,-98.3701,381.0,TX,BLANCO 6.8 SSE,,,,Cfa
84072,US1TXBLC008,30.0727,-98.3636,385.3,TX,BLANCO 3.9 ESE,,,,Cfa
84073,US1TXBLC010,30.3055,-98.4088,358.1,TX,JOHNSON CITY 2.2 N,,,,Cfa
84074,US1TXBLC011,30.1485,-98.2865,494.1,TX,BLANCO 8.8 ENE,,,,Cfa
84075,US1TXBLC012,30.0921,-98.3927,387.1,TX,BLANCO 1.8 ESE,,,,Cfa
84076,US1TXBLC013,30.4056,-98.2549,335.9,TX,ROUND MOUNTAIN 6.3 ESE,,,,Cfa
84077,US1TXBLC016,30.2835,-98.4103,357.5,TX,JOHNSON CITY 0.7 NNW,,,,Cfa
84078,US1TXBLC017,30.231,-98.2609,374.0,TX,JOHNSON CITY 9.2 ESE,,,,Cfa
84079,US1TXBLC019,30.3814,-98.161,262.4,TX,SPICEWOOD 6.5 S,,,,Cfa
84080,US1TXBLC020,30.3004,-98.5435,438.6,TX,JOHNSON CITY 7.9 WNW,,,,Cfa
84081,US1TXBLC023,30.0276,-98.335,379.5,TX,BLANCO 7.2 SE,,,,Cfa
84082,US1TXBLC026,30.0611,-98.3544,403.9,TX,BLANCO 4.8 ESE,,,,Cfa
84083,US1TXBLC028,30.1365,-98.2915,498.7,TX,BLANCO 8.3 ENE,,,,Cfa
84084,US1TXBLC029,30.3427,-98.2188,319.4,TX,CYPRESS MILLS 3.1 SE,,,,Cfa
84085,US1TXBLC033,30.1229,-98.2673,453.8,TX,WIMBERLEY 13.4 NW,,,,Cfa
84086,US1TXBLC034,30.3582,-98.319,420.0,TX,JOHNSON CITY 7.8 NE,,,,Cfa
84087,US1TXBLC035,30.0382,-98.4953,481.3,TX,KENDALIA 5.0 NNE,,,,Cfa
84088,US1TXBLC036,30.3054,-98.3965,371.9,TX,JOHNSON CITY 2.2 NNE,,,,Cfa
84089,US1TXBLC038,30.1741,-98.5838,497.4,TX,STONEWALL 6.4 SE,,,,Cfa
84090,US1TXBLY002,34.2456,-102.7247,1158.5,TX,MULESHOE 1.2 N,,,,BSk
84091,US1TXBND001,29.8323,-99.2781,463.6,TX,MEDINA 3.0 NW,,,,Cfa
84092,US1TXBND002,29.7437,-99.5323,513.9,TX,VANDERPOOL 1.4 SE,,,,Cfa
84093,US1TXBND004,29.7777,-99.3976,521.5,TX,MEDINA 8.8 WSW,,,,Cfa
84094,US1TXBND005,29.7303,-99.0091,380.1,TX,BANDERA 3.9 E,,,,Cfa
84095,US1TXBND008,29.7453,-98.9804,396.5,TX,PIPE CREEK 3.0 NW,,,,Cfa
84096,US1TXBND013,29.711,-98.9123,396.2,TX,PIPE CREEK 1.5 SE,,,,Cfa
84097,US1TXBND014,29.6791,-99.5521,475.2,TX,UTOPIA 4.8 NE,,,,Cfa
84098,US1TXBND019,29.6212,-98.9364,376.4,TX,LAKEHILLS 1.2 NNE,,,,Cfa
84099,US1TXBND022,29.8431,-99.119,491.9,TX,BANDERA 8.6 NNW,,,,Cfa
84100,US1TXBND023,29.7202,-99.1262,414.8,TX,BANDERA 3.2 W,,,,Cfa
84101,US1TXBND025,29.8252,-99.2348,478.2,TX,MEDINA 2.1 NNE,,,,Cfa
84102,US1TXBND029,29.7714,-99.0161,448.4,TX,BANDERA 4.7 NE,,,,Cfa
84103,US1TXBND030,29.8175,-99.0839,451.4,TX,BANDERA 6.4 N,,,,Cfa
84104,US1TXBND033,29.73,-99.0073,380.7,TX,BANDERA 4.0 E,,,,Cfa
84105,US1TXBND037,29.7284,-99.0735,382.8,TX,BANDERA 0.2 N,,,,Cfa
84106,US1TXBND038,29.6597,-98.9794,349.9,TX,PIPE CREEK 3.4 SW,,,,Cfa
84107,US1TXBND039,29.7284,-99.0735,382.8,TX,BANDERA 0.2 N,,,,Cfa
84108,US1TXBND040,29.75,-98.857,500.5,TX,PIPE CREEK 6.2 NE,,,,Cfa
84109,US1TXBND041,29.7759,-99.1063,427.6,TX,BANDERA 4.0 NNW,,,,Cfa
84110,US1TXBND042,29.6369,-99.4899,435.6,TX,UTOPIA 2.7 ENE,,,,Cfa
84111,US1TXBND043,29.7758,-98.9652,419.1,TX,BANDERA 7.4 ENE,,,,Cfa
84112,US1TXBND044,29.7717,-98.9567,427.0,TX,PIPE CREEK 3.5 NNW,,,,Cfa
84113,US1TXBND047,29.7473,-98.8643,461.5,TX,PIPE CREEK 4.6 ENE,,,,Cfa
84114,US1TXBND048,29.6841,-98.9268,396.8,TX,PIPE CREEK 2.7 S,,,,Cfa
84115,US1TXBND050,29.7166,-98.988,360.0,TX,BANDERA 5.2 E,,,,Cfa
84116,US1TXBND054,29.8433,-99.2694,462.4,TX,MEDINA 3.4 NNW,,,,Cfa
84117,US1TXBND055,29.7811,-99.2453,473.4,TX,MEDINA 1.1 S,,,,Cfa
84118,US1TXBND058,29.8002,-98.9632,426.4,TX,BANDERA 8.4 NE,,,,Cfa
84119,US1TXBND059,29.7976,-99.1434,465.1,TX,BANDERA 6.5 NW,,,,Cfa
84120,US1TXBND060,29.8069,-99.2518,448.7,TX,MEDINA 0.7 NNW,,,,Cfa
84121,US1TXBND062,29.6257,-98.9058,391.7,TX,LAKEHILLS 2.7 ENE,,,,Cfa
84122,US1TXBND064,29.7973,-99.2077,446.8,TX,BANDERA 9.5 WNW,,,,Cfa
84123,US1TXBND066,29.8254,-99.1599,509.9,TX,BANDERA 8.7 NW,,,,Cfa
84124,US1TXBND070,29.6925,-98.9789,343.8,TX,BANDERA 6.1 ESE,,,,Cfa
84125,US1TXBND071,29.6251,-99.1542,506.6,TX,BANDERA 8.4 SW,,,,Cfa
84126,US1TXBND073,29.6945,-99.0651,404.2,TX,BANDERA 2.2 SSE,,,,Cfa
84127,US1TXBRC002,34.4097,-101.0528,791.9,TX,CAPROCK CANYONS HEADQUARTERS,,,,BSk
84128,US1TXBRC003,34.4105,-101.0482,791.9,TX,CAPROCK CANYONS MAINTENANCE,,,,BSk
84129,US1TXBRC004,34.4198,-101.0572,791.9,TX,CAPROCK CANYONS DUMP STN,,,,BSk
84130,US1TXBRC005,34.441,-101.0928,791.9,TX,CAPROCK CANYONS SOUTH PRONG,,,,Cfa
84131,US1TXBRC006,34.4416,-101.0549,791.9,TX,CAPROCK CANYONS WILD HORSE CAM,,,,BSk
84132,US1TXBRC007,34.374,-101.0765,799.8,TX,QUITAQUE 1.3 WNW (DB),,,,BSk
84133,US1TXBRC009,34.3752,-101.0225,757.7,TX,QUITAQUE 1.9 ENE (CL),,,,BSk
84134,US1TXBRK002,27.2255,-98.1525,36.3,TX,FALFURRIAS 0.5 WNW,,,,Cfa
84135,US1TXBRK003,27.1059,-98.2058,45.1,TX,FALFURRIAS 8.9 SSW,,,,Cfa
84136,US1TXBRK004,27.213,-98.0446,26.5,TX,FALFURRIAS 6.2 E,,,,Cfa
84137,US1TXBRK005,27.2257,-98.1516,36.0,TX,FALFURRIAS 0.4 WNW,,,,Cfa
84138,US1TXBRK006,27.2128,-98.1505,36.0,TX,FALFURRIAS 0.8 SSW,,,,Cfa
84139,US1TXBRL001,30.5206,-96.8397,132.0,TX,CALDWELL 8.2 W,,,,Cfa
84140,US1TXBRL007,30.5475,-96.5282,82.6,TX,TUNIS 0.2 NW,,,,Cfa
84141,US1TXBRL008,30.3172,-96.638,93.6,TX,SOMERVILLE 6.7 WSW,,,,Cfa
84142,US1TXBRN002,31.7555,-98.8697,447.4,TX,BROWNWOOD 6.7 ENE,,,,Cfa
84143,US1TXBRN003,31.703,-98.9769,412.4,TX,BROWNWOOD 1.2 S,,,,Cfa
84144,US1TXBRN008,31.7546,-99.1623,481.0,TX,BANGS 3.3 NW,,,,Cfa
84145,US1TXBRN009,31.832,-99.1686,440.4,TX,BROWNWOOD 13.7 NW,,,,Cfa
84146,US1TXBRN010,31.6861,-98.9524,425.2,TX,BROWNWOOD 2.7 SSE,,,,Cfa
84147,US1TXBRS001,30.2764,-103.5797,1567.0,TX,ALPINE 7.9 SE,,,,BSk
84148,US1TXBRS011,29.37,-103.63,926.9,TX,TERLINGUA 3.4 NNW,,,,BWh
84149,US1TXBRS014,30.3818,-103.6563,1339.9,TX,ALPINE 1.4 NNE,,,,BSk
84150,US1TXBRS016,30.2558,-103.5784,1627.0,TX,ALPINE 9.0 SE,,,,BSk
84151,US1TXBRS018,29.4307,-103.4814,1068.3,TX,TERLINGUA 11.1 NE,,,,BSh
84152,US1TXBRS019,29.6616,-103.5333,1089.4,TX,TERLINGUA 23.9 NNE,,,,BWh
84153,US1TXBRS020,29.4893,-103.4664,1196.9,TX,STUDY BUTTE - TERLINGUA 12.6 N,,,,BSh
84154,US1TXBRS021,30.3608,-103.677,1374.6,TX,ALPINE 0.7 WSW,,,,BSk
84155,US1TXBRS023,29.7038,-103.3365,975.4,TX,ALPINE 49.6 SSE,,,,BWh
84156,US1TXBRS027,29.322,-103.6063,851.6,TX,TERLINGUA 0.6 E,,,,BWh
84157,US1TXBRS031,29.4351,-103.4999,1010.1,TX,BIRTHDAY HOUSE,,,,BSh
84158,US1TXBRS035,29.4119,-103.6511,973.5,TX,TERLINGUA 6.1 NNW,,,,BWh
84159,US1TXBRT001,30.8271,-98.2778,467.9,TX,BURNET 5.4 NNW,,,,Cfa
84160,US1TXBRT002,30.5505,-98.2409,240.2,TX,MARBLE FALLS 2.7 SE,,,,Cfa
84161,US1TXBRT003,30.8474,-98.363,360.0,TX,BUCHANAN DAM 7.4 NNE,,,,Cfa
84162,US1TXBRT005,30.5873,-98.2788,251.5,TX,MARBLE FALLS 0.7 NW,,,,Cfa
84163,US1TXBRT006,30.4975,-98.2258,281.0,TX,SPICEWOOD 4.4 NW,,,,Cfa
84164,US1TXBRT007,30.4671,-98.1345,253.3,TX,SPICEWOOD 1.4 SE,,,,Cfa
84165,US1TXBRT008,30.5139,-98.1395,236.5,TX,SPICEWOOD 3.0 NNE,,,,Cfa
84166,US1TXBRT011,30.6483,-98.3503,306.3,TX,GRANITE SHOALS 4.6 NNE,,,,Cfa
84167,US1TXBRT012,30.5185,-98.1468,255.4,TX,MARBLE FALLS 8.6 ESE,,,,Cfa
84168,US1TXBRT013,30.5995,-98.3976,253.9,TX,HIGHLAND HAVEN 1.3 SW,,,,Cfa
84169,US1TXBRT014,30.8588,-98.4125,314.9,TX,BUCHANAN DAM 7.3 N,,,,Cfa
84170,US1TXBRT016,30.6716,-98.3543,409.0,TX,MARBLE FALLS 7.8 NW,,,,Cfa
84171,US1TXBRT017,30.768,-98.2998,379.8,TX,BURNET 4.2 W,,,,Cfa
84172,US1TXBRT022,30.74,-98.21,409.7,TX,BURNET 1.9 SE,,,,Cfa
84173,US1TXBRT023,30.5641,-98.2716,271.0,TX,MARBLE FALLS 1.1 S,,,,Cfa
84174,US1TXBRT025,30.4497,-98.1546,288.3,TX,SPICEWOOD 2.5 SW,,,,Cfa
84175,US1TXBRT029,30.7851,-98.0661,380.4,TX,BERTRAM 2.9 N,,,,Cfa
84176,US1TXBRT030,30.8536,-97.9744,352.7,TX,BERTRAM 9.0 NNE,,,,Cfa
84177,US1TXBRT031,30.6601,-98.3059,317.9,TX,MARBLE FALLS 5.8 NNW,,,,Cfa
84178,US1TXBRT033,30.7094,-98.1191,409.3,TX,OATMEAL 1.7 WNW,,,,Cfa
84179,US1TXBRT034,30.6146,-98.3134,276.1,TX,MARBLE FALLS 3.4 NW,,,,Cfa
84180,US1TXBRT036,30.495,-98.1845,246.9,TX,SPICEWOOD 2.2 NW,,,,Cfa
84181,US1TXBRT037,30.7395,-98.3655,282.5,TX,BURNET 8.2 W,,,,Cfa
84182,US1TXBRT038,30.505,-98.2267,282.5,TX,SPICEWOOD 4.2 WNW,,,,Cfa
84183,US1TXBRT040,30.7826,-98.3301,378.9,TX,BURNET 6.1 WNW,,,,Cfa
84184,US1TXBRT043,30.5618,-98.2881,242.3,TX,MEADOWLAKES 0.4 ESE,,,,Cfa
84185,US1TXBRT045,30.5652,-98.272,256.0,TX,MARBLE FALLS 1.0 S,,,,Cfa
84186,US1TXBRT046,30.4589,-98.1176,251.8,TX,SPICEWOOD 2.6 ESE,,,,Cfa
84187,US1TXBRT047,30.6277,-98.4154,253.9,TX,KINGSLAND 3.4 SE,,,,Cfa
84188,US1TXBRT048,30.8144,-98.2392,460.2,TX,BURNET 3.7 N,,,,Cfa
84189,US1TXBRT049,30.7131,-98.3947,272.8,TX,BURNET 10.3 WSW,,,,Cfa
84190,US1TXBRT050,30.7664,-98.1919,445.3,TX,BURNET 2.3 E,,,,Cfa
84191,US1TXBRT051,30.6232,-98.1046,347.5,TX,BERTRAM 8.8 SSW,,,,Cfa
84192,US1TXBRT052,30.9217,-98.1331,357.8,TX,LAMPASAS 10.2 SSE,,,,Cfa
84193,US1TXBRT053,30.5852,-98.3572,266.7,TX,GRANITE SHOALS 1.6 E,,,,Cfa
84194,US1TXBRT054,30.5793,-98.2791,234.7,TX,MARBLE FALLS 0.4 W,,,,Cfa
84195,US1TXBRT055,30.5944,-98.2561,296.6,TX,MARBLE FALLS 1.4 NE,,,,Cfa
84196,US1TXBRT056,30.6149,-98.0877,346.9,TX,BERTRAM 9.1 SSW,,,,Cfa
